,text,aspect,label
1337,slower than turtle the android version and you can not make simple addition subtraction pure synthetic pint,android,0
1338,just wondering could replace ice cream pictures with own picture after purchase the template,purchase,1
1339,just want sure have active plan because receive mail telling that could not charged card but when check plan says active,plan,1
1340,unfortunately the bigger your blocks you have the heavier loads this issue still persists for months while the desktop web version has issue,web version,2
1341,dear developer new user your and impressed with the ideas you guys have consolidated this,Developer,1
1342,please help android web page via chrome none working,(Android app,0
1343,unlimited products and prompt services,Unlimited products,2
1344,actually content with the free version for now but will get plan just out pure respect for what notion provided for studying and creative processes,Notion,2
1345,why have share google contact when loging using gmail,google,1
1346,notionhq you have couple phishing pages asking people give their and office,phishing,1
1347,doesn seem possible unsubscribe mobile,mobile,0
1348,not going spam folder worry being blocked interim spam server,spam,1
1349,does not launch miui global android,Android,1
1350,using airtable for couple days and liked for easy use good interface and especially that cant put attachments for base,attachments,1
1351,the best application create and manage databases from iphone,databases,1
1352,like asana especially when comes organizing tasks for brand design projects,projects,1
1353,not sure why this gets such high rating limited mobile thought try airtable alternative notion but quickly found its features very limited compared with what advertised their web sites front page the lack kanban board views instant killer for file uploads also seem get stuck and never finish tap the image icon but works tap the dots you can even create formula fields mobile drag and dropping photos ipad from other apps records also does not seem exist from the brief time spent using the product just hit many limitations may great but good mobile your primary interface,File,0
1354,like this functional and useful,app,2
1355,would like her able help edit things,edit,1
1356,simplicity and time delivery,delivery,2
1357,like the concept this much putting notes reviewers and sources for upcoming board exam here,sources,2
1358,airtable great because simple use with its sheet format and actually works many devices even those with older ios being one that amazing how would people get anything done they were strictly limited the most updated devices also does not seem specifically built into the but there seems way offline long the base you want view left open before you offline and viewing you need suggestions ability change checkbox status without having open the specific record the ability export certain records let say you have active filter and you want export just the ones you are viewing form view for mobile,Form view,1
